Year,Month,Shop,Product_Category,Qty,Amount,No.
2023.0,8.0,910 - Kitale,Kids Wear,126.0,1208534.46,61
2023.0,8.0,910 - Kitale,Miscellaneous,32.0,205172.38999999998,20
2023.0,8.0,910 - Kitale,Mixed Clothing,30.0,169396.54,16
2023.0,8.0,910 - Kitale,Outerwear,51.0,377499.99,42
2023.0,8.0,910 - Kitale,Pants & Bottoms,82.0,713017.24,61
2023.0,8.0,910 - Kitale,Shirts & Tops,80.0,660603.35,54
2023.0,8.0,910 - Kitale,Sports Wear,6.0,52241.380000000005,6
2023.0,8.0,910 - Kitale,Underwear & Basics,1.0,7327.59,1
2023.0,8.0,910 - Kitale,Work Wear,4.0,51724.130000000005,3
2023.0,8.0,913 -Kakamega WS,Bags & Accessories,7.0,81551.72,6
2023.0,8.0,913 -Kakamega WS,Bath & Linens,4.0,51724.14,4
2023.0,8.0,913 -Kakamega WS,Bulk Items,5.0,60344.83,3
2023.0,8.0,913 -Kakamega WS,Dresses & Skirts,9.0,81034.47,9
2023.0,8.0,913 -Kakamega WS,Footwear,4.0,20689.65,3
2023.0,8.0,913 -Kakamega WS,Home Textiles,6.0,87931.04000000001,4
2023.0,8.0,913 -Kakamega WS,Kids Wear,103.0,895086.25,41
2023.0,8.0,913 -Kakamega WS,Miscellaneous,32.0,191379.29,16
2023.0,8.0,913 -Kakamega WS,Mixed Clothing,15.0,81896.53,12
2023.0,8.0,913 -Kakamega WS,Outerwear,68.0,502413.75,45
2023.0,8.0,913 -Kakamega WS,Pants & Bottoms,66.0,554051.74,53
2023.0,8.0,913 -Kakamega WS,Shirts & Tops,82.0,667586.15,53
2023.0,8.0,913 -Kakamega WS,Sports Wear,3.0,24568.98,3
2023.0,8.0,913 -Kakamega WS,Underwear & Basics,5.0,38620.7,5
2023.0,8.0,913 -Kakamega WS,Work Wear,1.0,12931.03,1
2023.0,8.0,914-EMBU WS,Bags & Accessories,1.0,6896.55,1
2023.0,8.0,914-EMBU WS,Bath & Linens,2.0,29741.379999999997,2
2023.0,8.0,914-EMBU WS,Dresses & Skirts,4.0,31034.48,3
2023.0,8.0,914-EMBU WS,Footwear,1.0,5172.41,1
2023.0,8.0,914-EMBU WS,Home Textiles,5.0,55603.44,4
2023.0,8.0,914-EMBU WS,Kids Wear,39.0,355258.63,20
2023.0,8.0,914-EMBU WS,Miscellaneous,11.0,78275.86,4
2023.0,8.0,914-EMBU WS,Mixed Clothing,3.0,24137.93,2
2023.0,8.0,914-EMBU WS,Outerwear,21.0,146379.3,16
2023.0,8.0,914-EMBU WS,Pants & Bottoms,23.0,176465.53,14
2023.0,8.0,914-EMBU WS,Shirts & Tops,26.0,191637.91,23
2023.0,8.0,914-EMBU WS,Sports Wear,4.0,32758.62,1
2023.0,8.0,914-EMBU WS,Underwear & Basics,2.0,15517.24,2
2023.0,8.0,914-EMBU WS,Work Wear,1.0,13362.07,1
2023.0,8.0,99 Warehouse,Bags & Accessories,40.0,327780.17,16
2023.0,8.0,99 Warehouse,Bath & Linens,77.0,1009009.5,48
2023.0,8.0,99 Warehouse,Bulk Items,813.0,1602155.16,57
2023.0,8.0,99 Warehouse,Dresses & Skirts,81.0,614482.78,50
2023.0,8.0,99 Warehouse,Footwear,303.0,1661637.94,7
2023.0,8.0,99 Warehouse,Home Textiles,115.0,1442830.1300000001,53
2023.0,8.0,99 Warehouse,Kids Wear,455.0,4754762.86,160
2023.0,8.0,99 Warehouse,Leather Goods,52.0,383275.86,1
2023.0,8.0,99 Warehouse,Miscellaneous,108.0,745258.62,5
2023.0,8.0,99 Warehouse,Mixed Clothing,42.0,408706.94,24
2023.0,8.0,99 Warehouse,Outerwear,393.0,2833517.26,92
2023.0,8.0,99 Warehouse,Pants & Bottoms,439.0,3552791.72,241
2023.0,8.0,99 Warehouse,Shirts & Tops,720.0,6223994.74,320
2023.0,8.0,99 Warehouse,Sports Wear,35.0,297370.75,27
2023.0,8.0,99 Warehouse,Underwear & Basics,3.0,21681.03,2
2023.0,8.0,99 Warehouse,Work Wear,25.0,290517.23,10
2023.0,9.0,901 - Gikomba,Bags & Accessories,12.0,137068.98,11
2023.0,9.0,901 - Gikomba,Bath & Linens,18.0,260344.84,13
2023.0,9.0,901 - Gikomba,Bulk Items,5.0,60344.84,4
2023.0,9.0,901 - Gikomba,Dresses & Skirts,27.0,223275.84,13
2023.0,9.0,901 - Gikomba,Footwear,13.0,67241.36,9
2023.0,9.0,901 - Gikomba,Home Textiles,19.0,174482.76,15
2023.0,9.0,901 - Gikomba,Kids Wear,84.0,888620.69,34
2023.0,9.0,901 - Gikomba,Leather Goods,1.0,7758.62,1
2023.0,9.0,901 - Gikomba,Miscellaneous,8.0,50000.0,4
2023.0,9.0,901 - Gikomba,Mixed Clothing,3.0,29741.38,3
2023.0,9.0,901 - Gikomba,Outerwear,164.0,1301637.92,53
2023.0,9.0,901 - Gikomba,Pants & Bottoms,172.0,1420689.6300000001,66
2023.0,9.0,901 - Gikomba,Shirts & Tops,251.0,1870431.05,75
2023.0,9.0,901 - Gikomba,Sports Wear,6.0,51724.14,6
2023.0,9.0,901 - Gikomba,Underwear & Basics,3.0,23275.86,3
2023.0,9.0,901 - Gikomba,Work Wear,10.0,128448.26999999999,4
2023.0,9.0,904 - Kericho,Bags & Accessories,3.0,30000.0,3
2023.0,9.0,904 - Kericho,Bath & Linens,2.0,29568.96,2
2023.0,9.0,904 - Kericho,Bulk Items,5.0,60344.84,4
2023.0,9.0,904 - Kericho,Dresses & Skirts,6.0,45258.63,6
2023.0,9.0,904 - Kericho,Footwear,28.0,144827.56,19
2023.0,9.0,904 - Kericho,Home Textiles,8.0,99482.75,8
2023.0,9.0,904 - Kericho,Kids Wear,58.0,542844.86,37
2023.0,9.0,904 - Kericho,Miscellaneous,18.0,109913.76999999999,14
2023.0,9.0,904 - Kericho,Mixed Clothing,10.0,57758.61,8
2023.0,9.0,904 - Kericho,Outerwear,79.0,576551.72,46
2023.0,9.0,904 - Kericho,Pants & Bottoms,67.0,538275.87,45
2023.0,9.0,904 - Kericho,Shirts & Tops,62.0,509913.7,46
2023.0,9.0,904 - Kericho,Sports Wear,3.0,25000.0,3
2023.0,9.0,904 - Kericho,Underwear & Basics,1.0,7758.62,1
2023.0,9.0,904 - Kericho,Work Wear,1.0,12500.0,1
2023.0,9.0,904.5 Meru WS,Bags & Accessories,11.0,105431.05,10
2023.0,9.0,904.5 Meru WS,Bath & Linens,6.0,81637.93,6
2023.0,9.0,904.5 Meru WS,Bulk Items,3.0,36206.9,1
2023.0,9.0,904.5 Meru WS,Dresses & Skirts,11.0,91982.75,8
2023.0,9.0,904.5 Meru WS,Footwear,10.0,51724.119999999995,7
2023.0,9.0,904.5 Meru WS,Home Textiles,13.0,130732.75,13
2023.0,9.0,904.5 Meru WS,Kids Wear,43.0,364655.18,29
2023.0,9.0,904.5 Meru WS,Miscellaneous,19.0,116379.29999999999,15
2023.0,9.0,904.5 Meru WS,Mixed Clothing,16.0,109051.70999999999,14
2023.0,9.0,904.5 Meru WS,Outerwear,73.0,491034.5,55
2023.0,9.0,904.5 Meru WS,Pants & Bottoms,76.0,653275.91,63
2023.0,9.0,904.5 Meru WS,Shirts & Tops,110.0,862413.8,56
2023.0,9.0,904.5 Meru WS,Sports Wear,4.0,37931.04,3
2023.0,9.0,904.5 Meru WS,Underwear & Basics,2.0,15517.24,2
2023.0,9.0,905 - Eldoret,Bags & Accessories,2.0,17672.42,2
2023.0,9.0,905 - Eldoret,Bath & Linens,1.0,14051.72,1
2023.0,9.0,905 - Eldoret,Bulk Items,9.0,108620.70999999999,7
2023.0,9.0,905 - Eldoret,Dresses & Skirts,8.0,77155.17,8
2023.0,9.0,905 - Eldoret,Footwear,90.0,462241.33999999997,27
2023.0,9.0,905 - Eldoret,Home Textiles,24.0,346293.10000000003,13
2023.0,9.0,905 - Eldoret,Kids Wear,71.0,606724.06,49
2023.0,9.0,905 - Eldoret,Miscellaneous,24.0,139655.19,15
2023.0,9.0,905 - Eldoret,Mixed Clothing,34.0,202586.13,30
2023.0,9.0,905 - Eldoret,Outerwear,57.0,368620.7,50
2023.0,9.0,905 - Eldoret,Pants & Bottoms,91.0,749396.48,50
2023.0,9.0,905 - Eldoret,Shirts & Tops,57.0,438448.23,43
2023.0,9.0,905 - Eldoret,Sports Wear,3.0,25862.07,3
2023.0,9.0,905 - Eldoret,Underwear & Basics,4.0,31034.48,3
2023.0,9.0,905 - Eldoret,Work Wear,5.0,64655.17,2
2023.0,9.0,906 - Kisii,Bags & Accessories,4.0,30603.46,4
2023.0,9.0,906 - Kisii,Bath & Linens,4.0,56551.72,4
2023.0,9.0,906 - Kisii,Bulk Items,4.0,48275.86,2
2023.0,9.0,906 - Kisii,Dresses & Skirts,8.0,59818.96,6
2023.0,9.0,906 - Kisii,Footwear,10.0,51724.11,9
2023.0,9.0,906 - Kisii,Home Textiles,6.0,66637.94,6
2023.0,9.0,906 - Kisii,Kids Wear,48.0,474655.14,26
2023.0,9.0,906 - Kisii,Miscellaneous,20.0,128448.26,13
2023.0,9.0,906 - Kisii,Mixed Clothing,12.0,68620.68,9
2023.0,9.0,906 - Kisii,Outerwear,22.0,158879.33000000002,18
2023.0,9.0,906 - Kisii,Pants & Bottoms,23.0,207327.58000000002,19
2023.0,9.0,906 - Kisii,Shirts & Tops,53.0,431551.68,39
2023.0,9.0,906 - Kisii,Sports Wear,7.0,60344.83,4
2023.0,9.0,906 - Kisii,Work Wear,6.0,75000.0,1
2023.0,9.0,907-Kisumu WS,Bags & Accessories,10.0,84482.77,9
2023.0,9.0,907-Kisumu WS,Bath & Linens,6.0,87068.95999999999,6
2023.0,9.0,907-Kisumu WS,Bulk Items,29.0,105172.42,15
2023.0,9.0,907-Kisumu WS,Dresses & Skirts,16.0,127327.58,13
2023.0,9.0,907-Kisumu WS,Footwear,17.0,87931.0,13
2023.0,9.0,907-Kisumu WS,Home Textiles,45.0,381508.63,25
2023.0,9.0,907-Kisumu WS,Kids Wear,64.0,528448.29,38
2023.0,9.0,907-Kisumu WS,Miscellaneous,30.0,177586.2,19
2023.0,9.0,907-Kisumu WS,Mixed Clothing,21.0,125689.61,18
2023.0,9.0,907-Kisumu WS,Outerwear,64.0,445862.07,48
2023.0,9.0,907-Kisumu WS,Pants & Bottoms,124.0,1045948.28,82
2023.0,9.0,907-Kisumu WS,Shirts & Tops,57.0,460086.18,41
2023.0,9.0,907-Kisumu WS,Sports Wear,2.0,17241.38,2
2023.0,9.0,907-Kisumu WS,Underwear & Basics,3.0,23275.86,3
2023.0,9.0,907-Kisumu WS,Work Wear,2.0,25862.07,1
2023.0,9.0,910 - Kitale,Bags & Accessories,8.0,63793.11,8
2023.0,9.0,910 - Kitale,Bath & Linens,7.0,96810.34,7
2023.0,9.0,910 - Kitale,Bulk Items,21.0,85344.84,6
2023.0,9.0,910 - Kitale,Dresses & Skirts,18.0,197413.78,16
2023.0,9.0,910 - Kitale,Footwear,26.0,132758.59,14
2023.0,9.0,910 - Kitale,Home Textiles,10.0,92241.38,10
2023.0,9.0,910 - Kitale,Kids Wear,72.0,656120.68,47
2023.0,9.0,910 - Kitale,Miscellaneous,20.0,120258.62999999999,16
2023.0,9.0,910 - Kitale,Mixed Clothing,16.0,89655.15,12
2023.0,9.0,910 - Kitale,Outerwear,57.0,387672.37,43
2023.0,9.0,910 - Kitale,Pants & Bottoms,61.0,521465.47,48
2023.0,9.0,910 - Kitale,Shirts & Tops,66.0,563361.99,56
2023.0,9.0,910 - Kitale,Sports Wear,4.0,33620.69,4
2023.0,9.0,913 -Kakamega WS,Bags & Accessories,3.0,24568.97,3
2023.0,9.0,913 -Kakamega WS,Bath & Linens,3.0,38448.27,3
2023.0,9.0,913 -Kakamega WS,Bulk Items,15.0,68965.54,6
2023.0,9.0,913 -Kakamega WS,Dresses & Skirts,7.0,65948.27,7
2023.0,9.0,913 -Kakamega WS,Footwear,1.0,5172.41,1
2023.0,9.0,913 -Kakamega WS,Home Textiles,17.0,158793.11,12
2023.0,9.0,913 -Kakamega WS,Kids Wear,71.0,621551.68,29
2023.0,9.0,913 -Kakamega WS,Miscellaneous,14.0,87068.97,7
2023.0,9.0,913 -Kakamega WS,Mixed Clothing,10.0,51724.11,9
2023.0,9.0,913 -Kakamega WS,Outerwear,68.0,505517.24,47
2023.0,9.0,913 -Kakamega WS,Pants & Bottoms,53.0,452068.98,37
2023.0,9.0,913 -Kakamega WS,Shirts & Tops,64.0,522241.36,36
2023.0,9.0,913 -Kakamega WS,Sports Wear,2.0,16810.35,2
2023.0,9.0,913 -Kakamega WS,Underwear & Basics,1.0,7327.59,1
2023.0,9.0,914-EMBU WS,Bath & Linens,2.0,31034.48,2
2023.0,9.0,914-EMBU WS,Bulk Items,3.0,25000.0,2
2023.0,9.0,914-EMBU WS,Dresses & Skirts,4.0,31034.48,4
2023.0,9.0,914-EMBU WS,Footwear,2.0,10344.82,2
2023.0,9.0,914-EMBU WS,Home Textiles,9.0,80172.4,9
2023.0,9.0,914-EMBU WS,Kids Wear,21.0,170689.65,16
2023.0,9.0,914-EMBU WS,Miscellaneous,1.0,6034.48,1
2023.0,9.0,914-EMBU WS,Mixed Clothing,3.0,20689.65,3
2023.0,9.0,914-EMBU WS,Outerwear,21.0,140862.08,18
2023.0,9.0,914-EMBU WS,Pants & Bottoms,13.0,105344.84,12
2023.0,9.0,914-EMBU WS,Shirts & Tops,21.0,162844.81,17
2023.0,9.0,914-EMBU WS,Sports Wear,2.0,17241.38,2
2023.0,9.0,914-EMBU WS,Underwear & Basics,1.0,7758.62,1
2023.0,9.0,99 Warehouse,Bags & Accessories,10.0,94762.93,6
2023.0,9.0,99 Warehouse,Bath & Linens,66.0,859172.44,38
2023.0,9.0,99 Warehouse,Bulk Items,583.0,1094439.66,58
2023.0,9.0,99 Warehouse,Dresses & Skirts,98.0,724353.48,62
2023.0,9.0,99 Warehouse,Footwear,209.0,1201379.3,9
2023.0,9.0,99 Warehouse,Home Textiles,135.0,1707607.01,81
2023.0,9.0,99 Warehouse,Kids Wear,368.0,3857176.71,147
2023.0,9.0,99 Warehouse,Miscellaneous,143.0,990280.1900000001,21
2023.0,9.0,99 Warehouse,Mixed Clothing,27.0,261379.34,15
2023.0,9.0,99 Warehouse,Outerwear,218.0,1486974.1099999999,58
2023.0,9.0,99 Warehouse,Pants & Bottoms,434.0,3427250.24,249
2023.0,9.0,99 Warehouse,Shirts & Tops,581.0,4852030.24,293
2023.0,9.0,99 Warehouse,Sports Wear,26.0,218663.85,20
2023.0,9.0,99 Warehouse,Underwear & Basics,5.0,50172.42,3
2023.0,9.0,99 Warehouse,Work Wear,8.0,89655.18,2
2023.0,10.0,901 - Gikomba,Bags & Accessories,18.0,192672.41,10
2023.0,10.0,901 - Gikomba,Bath & Linens,23.0,341206.88,12
2023.0,10.0,901 - Gikomba,Bulk Items,7.0,89224.15,5
2023.0,10.0,901 - Gikomba,Dresses & Skirts,39.0,306379.28,18
2023.0,10.0,901 - Gikomba,Footwear,47.0,245689.65,13
2023.0,10.0,901 - Gikomba,Home Textiles,29.0,374612.09,21
2023.0,10.0,901 - Gikomba,Kids Wear,131.0,1329310.33,42
2023.0,10.0,901 - Gikomba,Miscellaneous,4.0,25862.059999999998,3
2023.0,10.0,901 - Gikomba,Mixed Clothing,8.0,80172.42,3
2023.0,10.0,901 - Gikomba,Outerwear,281.0,2177844.8,62
2023.0,10.0,901 - Gikomba,Pants & Bottoms,203.0,1570000.01,74
2023.0,10.0,901 - Gikomba,Shirts & Tops,602.0,4406465.51,97
2023.0,10.0,901 - Gikomba,Sports Wear,3.0,25689.660000000003,3
2023.0,10.0,901 - Gikomba,Work Wear,9.0,116379.3,5
2023.0,10.0,904 - Kericho,Bags & Accessories,2.0,22413.8,2
2023.0,10.0,904 - Kericho,Bath & Linens,2.0,26293.1,2
2023.0,10.0,904 - Kericho,Bulk Items,9.0,108620.70999999999,6
2023.0,10.0,904 - Kericho,Dresses & Skirts,10.0,74568.98,9
2023.0,10.0,904 - Kericho,Footwear,39.0,198275.79,27
2023.0,10.0,904 - Kericho,Home Textiles,22.0,278534.49,21
2023.0,10.0,904 - Kericho,Kids Wear,149.0,1259741.3699999999,67
2023.0,10.0,904 - Kericho,Miscellaneous,20.0,122413.81,19
2023.0,10.0,904 - Kericho,Mixed Clothing,12.0,66810.34,9
2023.0,10.0,904 - Kericho,Outerwear,124.0,888706.89,73
2023.0,10.0,904 - Kericho,Pants & Bottoms,69.0,560948.26,46
2023.0,10.0,904 - Kericho,Shirts & Tops,92.0,738706.81,64
2023.0,10.0,904 - Kericho,Sports Wear,2.0,18965.52,2
2023.0,10.0,904 - Kericho,Underwear & Basics,5.0,37068.97,5
2023.0,10.0,904 - Kericho,Work Wear,1.0,13362.07,1
2023.0,10.0,904.5 Meru WS,Bags & Accessories,15.0,164137.94,13
2023.0,10.0,904.5 Meru WS,Bath & Linens,13.0,183448.28,9
2023.0,10.0,904.5 Meru WS,Bulk Items,32.0,89655.18,9
2023.0,10.0,904.5 Meru WS,Dresses & Skirts,30.0,254224.12,24
2023.0,10.0,904.5 Meru WS,Footwear,102.0,527586.09,60
2023.0,10.0,904.5 Meru WS,Home Textiles,42.0,464181.0,29
2023.0,10.0,904.5 Meru WS,Kids Wear,82.0,757155.22,58
2023.0,10.0,904.5 Meru WS,Miscellaneous,31.0,196120.68,23
2023.0,10.0,904.5 Meru WS,Mixed Clothing,25.0,170431.0,23
2023.0,10.0,904.5 Meru WS,Outerwear,177.0,1293706.8699999999,88
2023.0,10.0,904.5 Meru WS,Pants & Bottoms,147.0,1261594.83,100
2023.0,10.0,904.5 Meru WS,Shirts & Tops,174.0,1393362.02,118
2023.0,10.0,904.5 Meru WS,Sports Wear,4.0,36206.9,4
2023.0,10.0,904.5 Meru WS,Underwear & Basics,1.0,7758.62,1
2023.0,10.0,904.5 Meru WS,Work Wear,2.0,26724.14,1
2023.0,10.0,905 - Eldoret,Bags & Accessories,10.0,115517.26,9
2023.0,10.0,905 - Eldoret,Bath & Linens,9.0,128620.69,7
2023.0,10.0,905 - Eldoret,Bulk Items,16.0,191379.34999999998,13
2023.0,10.0,905 - Eldoret,Dresses & Skirts,16.0,126206.91,12
2023.0,10.0,905 - Eldoret,Footwear,73.0,367413.79,26
2023.0,10.0,905 - Eldoret,Home Textiles,47.0,682241.36,30
2023.0,10.0,905 - Eldoret,Kids Wear,169.0,1710172.3800000001,82
2023.0,10.0,905 - Eldoret,Miscellaneous,43.0,262500.02,19
2023.0,10.0,905 - Eldoret,Mixed Clothing,39.0,249568.9,27
2023.0,10.0,905 - Eldoret,Outerwear,122.0,886465.52,66
2023.0,10.0,905 - Eldoret,Pants & Bottoms,176.0,1390129.25,84
2023.0,10.0,905 - Eldoret,Shirts & Tops,145.0,1166034.4,90
2023.0,10.0,905 - Eldoret,Sports Wear,3.0,26724.14,3
2023.0,10.0,905 - Eldoret,Underwear & Basics,9.0,69827.58,9
2023.0,10.0,905 - Eldoret,Work Wear,5.0,64655.17,4
2023.0,10.0,906 - Kisii,Bath & Linens,6.0,81810.34,5
2023.0,10.0,906 - Kisii,Bulk Items,10.0,98275.88,8
2023.0,10.0,906 - Kisii,Dresses & Skirts,11.0,80948.29,9
2023.0,10.0,906 - Kisii,Footwear,11.0,56896.55,6
2023.0,10.0,906 - Kisii,Home Textiles,24.0,284310.39,18
2023.0,10.0,906 - Kisii,Kids Wear,95.0,962586.1900000001,30
2023.0,10.0,906 - Kisii,Miscellaneous,19.0,115948.26,15
2023.0,10.0,906 - Kisii,Mixed Clothing,8.0,45258.61,7
2023.0,10.0,906 - Kisii,Outerwear,38.0,290689.64,21
2023.0,10.0,906 - Kisii,Pants & Bottoms,54.0,459137.87,41
2023.0,10.0,906 - Kisii,Shirts & Tops,69.0,564913.77,42
2023.0,10.0,906 - Kisii,Work Wear,1.0,12931.03,1
2023.0,10.0,907-Kisumu WS,Bags & Accessories,64.0,412931.04,20
2023.0,10.0,907-Kisumu WS,Bath & Linens,4.0,56551.729999999996,4
2023.0,10.0,907-Kisumu WS,Bulk Items,55.0,329137.99,23
2023.0,10.0,907-Kisumu WS,Dresses & Skirts,28.0,226810.35,21
2023.0,10.0,907-Kisumu WS,Footwear,20.0,101293.06,15
2023.0,10.0,907-Kisumu WS,Home Textiles,40.0,413879.33,26
2023.0,10.0,907-Kisumu WS,Kids Wear,191.0,1602068.95,81
2023.0,10.0,907-Kisumu WS,Miscellaneous,47.0,303879.3,22
2023.0,10.0,907-Kisumu WS,Mixed Clothing,11.0,71982.73,11
2023.0,10.0,907-Kisumu WS,Outerwear,95.0,655862.07,42
2023.0,10.0,907-Kisumu WS,Pants & Bottoms,158.0,1330948.26,93
2023.0,10.0,907-Kisumu WS,Shirts & Tops,121.0,953017.23,71
2023.0,10.0,907-Kisumu WS,Sports Wear,5.0,45689.66,4
2023.0,10.0,907-Kisumu WS,Underwear & Basics,7.0,54310.34,5
2023.0,10.0,907-Kisumu WS,Work Wear,2.0,25862.06,2
2023.0,10.0,910 - Kitale,Bags & Accessories,7.0,71120.69,7
2023.0,10.0,910 - Kitale,Bath & Linens,10.0,145517.23,10
2023.0,10.0,910 - Kitale,Bulk Items,69.0,311206.92,13
2023.0,10.0,910 - Kitale,Dresses & Skirts,24.0,239482.77,24
2023.0,10.0,910 - Kitale,Footwear,24.0,128879.26,18
2023.0,10.0,910 - Kitale,Home Textiles,29.0,323275.86,25
2023.0,10.0,910 - Kitale,Kids Wear,167.0,1483275.91,85
2023.0,10.0,910 - Kitale,Miscellaneous,39.0,254310.37,31
2023.0,10.0,910 - Kitale,Mixed Clothing,20.0,121551.68,19
2023.0,10.0,910 - Kitale,Outerwear,72.0,545431.0,52
2023.0,10.0,910 - Kitale,Pants & Bottoms,103.0,882413.76,74
2023.0,10.0,910 - Kitale,Shirts & Tops,96.0,857499.97,83
2023.0,10.0,910 - Kitale,Sports Wear,4.0,37068.97,4
2023.0,10.0,910 - Kitale,Underwear & Basics,1.0,7758.62,1
2023.0,10.0,910 - Kitale,Work Wear,2.0,26724.14,1
2023.0,10.0,913 -Kakamega WS,Bags & Accessories,8.0,86465.53,8
2023.0,10.0,913 -Kakamega WS,Bath & Linens,3.0,40172.409999999996,3
2023.0,10.0,913 -Kakamega WS,Bulk Items,25.0,76293.12,8
2023.0,10.0,913 -Kakamega WS,Dresses & Skirts,23.0,183620.69,20
2023.0,10.0,913 -Kakamega WS,Footwear,2.0,10000.0,1
2023.0,10.0,913 -Kakamega WS,Home Textiles,11.0,158189.65,9
2023.0,10.0,913 -Kakamega WS,Kids Wear,120.0,1027327.61,55
2023.0,10.0,913 -Kakamega WS,Miscellaneous,25.0,165086.2,12
2023.0,10.0,913 -Kakamega WS,Mixed Clothing,21.0,124568.95,10
2023.0,10.0,913 -Kakamega WS,Outerwear,67.0,503017.24,39
2023.0,10.0,913 -Kakamega WS,Pants & Bottoms,85.0,718017.24,69
2023.0,10.0,913 -Kakamega WS,Shirts & Tops,93.0,761465.53,69
2023.0,10.0,913 -Kakamega WS,Sports Wear,4.0,35775.87,3
2023.0,10.0,913 -Kakamega WS,Underwear & Basics,5.0,38793.1,2
2023.0,10.0,913 -Kakamega WS,Work Wear,2.0,25862.07,1
2023.0,10.0,914-EMBU WS,Bags & Accessories,3.0,24137.940000000002,3
2023.0,10.0,914-EMBU WS,Bath & Linens,3.0,42672.42,2
2023.0,10.0,914-EMBU WS,Bulk Items,5.0,5172.41,3
2023.0,10.0,914-EMBU WS,Dresses & Skirts,8.0,70000.01,6
2023.0,10.0,914-EMBU WS,Footwear,1.0,5172.41,1
2023.0,10.0,914-EMBU WS,Home Textiles,8.0,73017.24,8
2023.0,10.0,914-EMBU WS,Kids Wear,25.0,231810.36000000002,15
2023.0,10.0,914-EMBU WS,Leather Goods,2.0,18103.45,1
2023.0,10.0,914-EMBU WS,Miscellaneous,3.0,17672.42,2
2023.0,10.0,914-EMBU WS,Outerwear,31.0,228189.66,20
2023.0,10.0,914-EMBU WS,Pants & Bottoms,24.0,209051.68,19
2023.0,10.0,914-EMBU WS,Shirts & Tops,34.0,272241.34,28
2023.0,10.0,914-EMBU WS,Sports Wear,1.0,9482.76,1
2023.0,10.0,914-EMBU WS,Work Wear,1.0,12931.03,1
2023.0,10.0,99 Warehouse,Bags & Accessories,33.0,319206.88,20
2023.0,10.0,99 Warehouse,Bath & Linens,85.0,1135642.25,50
2023.0,10.0,99 Warehouse,Bulk Items,422.0,958189.66,49
2023.0,10.0,99 Warehouse,Dresses & Skirts,114.0,887836.13,69
2023.0,10.0,99 Warehouse,Footwear,291.0,1467413.79,9
2023.0,10.0,99 Warehouse,Home Textiles,117.0,1247797.4000000001,53
2023.0,10.0,99 Warehouse,Kids Wear,549.0,5903961.19,184
2023.0,10.0,99 Warehouse,Leather Goods,27.0,199827.58,2
2023.0,10.0,99 Warehouse,Miscellaneous,211.0,1545689.63,16
2023.0,10.0,99 Warehouse,Mixed Clothing,31.0,292844.81,15
2023.0,10.0,99 Warehouse,Outerwear,209.0,1516547.44,73
2023.0,10.0,99 Warehouse,Pants & Bottoms,453.0,3594332.13,253
2023.0,10.0,99 Warehouse,Shirts & Tops,655.0,5608637.59,325
2023.0,10.0,99 Warehouse,Sports Wear,41.0,354008.64,27
2023.0,10.0,99 Warehouse,Underwear & Basics,5.0,36853.45,4
2023.0,10.0,99 Warehouse,Work Wear,13.0,160387.96,11
2023.0,11.0,901 - Gikomba,Bags & Accessories,15.0,154741.37,9
2023.0,11.0,901 - Gikomba,Bath & Linens,21.0,295862.06,16
2023.0,11.0,901 - Gikomba,Bulk Items,17.0,205172.43,9
2023.0,11.0,901 - Gikomba,Dresses & Skirts,34.0,279913.77999999997,14
2023.0,11.0,901 - Gikomba,Footwear,36.0,186637.88999999998,23
2023.0,11.0,901 - Gikomba,Home Textiles,20.0,249568.98,14
2023.0,11.0,901 - Gikomba,Kids Wear,104.0,983362.06,27
2023.0,11.0,901 - Gikomba,Leather Goods,6.0,48275.86,2
2023.0,11.0,901 - Gikomba,Miscellaneous,5.0,31034.48,4
2023.0,11.0,901 - Gikomba,Mixed Clothing,16.0,156034.5,7
2023.0,11.0,901 - Gikomba,Outerwear,281.0,2288017.26,49
2023.0,11.0,901 - Gikomba,Pants & Bottoms,120.0,977241.36,49
2023.0,11.0,901 - Gikomba,Shirts & Tops,380.0,2650948.29,66
2023.0,11.0,901 - Gikomba,Sports Wear,1.0,9482.76,1
2023.0,11.0,901 - Gikomba,Underwear & Basics,1.0,7327.59,1
2023.0,11.0,901 - Gikomba,Work Wear,13.0,165948.27,3
2023.0,11.0,904 - Kericho,Bags & Accessories,8.0,86293.12,7
2023.0,11.0,904 - Kericho,Bath & Linens,6.0,83189.66,3
2023.0,11.0,904 - Kericho,Bulk Items,15.0,181034.5,10
2023.0,11.0,904 - Kericho,Dresses & Skirts,8.0,66379.3,7
2023.0,11.0,904 - Kericho,Footwear,48.0,245689.64,22
2023.0,11.0,904 - Kericho,Home Textiles,22.0,239051.74,21
2023.0,11.0,904 - Kericho,Kids Wear,124.0,1072758.64,45
2023.0,11.0,904 - Kericho,Miscellaneous,34.0,203017.22999999998,26
2023.0,11.0,904 - Kericho,Mixed Clothing,12.0,72413.8,7
2023.0,11.0,904 - Kericho,Outerwear,120.0,883017.23,55
2023.0,11.0,904 - Kericho,Pants & Bottoms,65.0,539827.5800000001,34
2023.0,11.0,904 - Kericho,Shirts & Tops,77.0,642930.97,50
2023.0,11.0,904 - Kericho,Sports Wear,3.0,28448.28,3
2023.0,11.0,904 - Kericho,Underwear & Basics,2.0,15086.21,2
2023.0,11.0,904 - Kericho,Work Wear,2.0,26724.14,2
